listing_id,id,date,reviewer_id,reviewer_name,comments
29973286,421422472043411977,2021-08-04,332112123,Claudia,"Très bel appartement  <br/>A proximité (20 mins à pied) il y a pas mal de magasin.<br/>Des métros, trams, bus à même pas 10 mins à pied, ça c'est super <br/>Attention il y a des fourmis dans l'appartement <br/>Mais en soi pour 2 personnes l'appartement c'est super"
29973286,423665466203041530,2021-08-07,215244270,Alexios,"This apartment is an excellent place to stay for any kind of visitor, whether it is a lone traveller or a couple. The place is clean & tidy, with all comforts (even extras which are not usually available in other places) and is a very cozy place to stay! 100% recommended."
29973286,441040751082071829,2021-08-31,244259574,Magalie,"Appartement bien placé à 20min à pied du centre ville, petit supermarché à 5min à pied. <br/>Attention le logement est légèrement sur les hauteurs donc après une journée journée de 10kms la montée est un peu raide. <br/>La clim dans le salon et la chambre est vraiment appréciable. <br/>Nous devions rendre le logement à 11h mais l’hôte nous à laisser 1h de plus, donc plutôt sympathique! <br/>L’immeuble et le quartier sont calmes. <br/>Literie confortable vrmt ! <br/>Un petit restaurant pas loin très bon donc nulle besoin d’aller à l’Acropole. <br/><br/>Petit bémol sur le nettoyage qui était vraiment limite… en plus des conditions sanitaires actuelles. <br/>(Beaucoup de poussière dans les coins, des insectes qui sortent dont on ne sait d’ou et un bouquet de fleurs séchées en arrivant, j’aurais préféré de belles fleurs …)<br/><br/>Pour un petit séjour c’est très bien."
29973286,445344966237611279,2021-09-06,247584470,Alexander,"Lovely apartment, great location, appreciated the balcony view!"
29973286,463474272729379706,2021-10-01,219930159,Stratos,"Αρχικα το σπιτι ηταν πολυ ομορφο, οπως ακριβως στις φωτογραφιες, πεντακάθαρο, και με ολες τις υπηρεσίες που αναγράφονται απο τον ιδιοκτητη… Ο ιδιοκτήτης εξυπηρετικότατος, απαντούσε αμεσως σε μηνυματα που του εστειλα κατα τη διάρκεια της διαμονής μας. Πλήρως λειτουργικό και κοντα σε μετρο και λεωφορεια, δυσκολο στο θεμα του παρκαρίσματος λογω περιοχής. Σαν σπιτι, οικοδεσπότης και φιλοξενία 10’"
29978782,428917188,2019-03-26,12662901,Luka,"Appartement parfaitement équipé et situé dans un quartier très intéressant. Nous n'avons pas rencontré Kristiana à notre arrivée, mais elle s'est montrée très soucieuse et réactive lors de notre séjour d'un mois. Je recommande !"
29978782,456998940,2019-05-23,6343098,Sardar,Kirstiana's apartment is located in the center of Exarchia with a lot of good cafes and restaurants nearby. We had a comfortable stay wt her place.
29978782,464198485,2019-06-05,62938605,Marloes,"Apartment was listed as entire place but when we arrived there was someone full on living in the living room! That area was therefore inaccessible and the other guest was also confused about the situation. Host was not even in the country, and purposely rented it double to make profit. Had to waste hours to find new accommodation. Avoid these kind of exploitative hosts, they ruin the trust of air bnb!"
29978782,596881260,2020-01-24,16108396,Viktoriya,Great place to stay. We had a really nice 4 months in this flat! Thanks!
29982419,581989342,2019-12-26,876616,Maria Eleni,"Central location, clean and large room and great hospitality."
29982419,586813432,2020-01-02,36300359,Phaedra,Everything great! Thank you!!
29982419,588929604,2020-01-05,318525659,Κωνσταντινος,Φιλόξενος και ευγενικός ο οικοδεσπότης.. Καθαρό το δωμάτιο και κοντά στο κέντρο της πόλης..!!
29982419,595971427,2020-01-21,125714016,Κωνσταντίνος,"Το σημείο κεντρικό,η κοπέλα στην reception ευγενική και χαμογελαστή,το δωμάτιο υπέροχο και η θέα μοναδική .<br/>Θα το πρότεινα σίγουρα!"
29982419,600177265,2020-02-01,62224929,Stavros,"perfect location, stunning view"
29982419,604967561,2020-02-13,127330881,Naomi,"An overall lovely stay. The view is excellent and the room is light and spacious. Good location for getting around due to being in close proximity to monastiraki, however did feel slightly unsafe at night. Thank you for having us"
29982419,468544506387458815,2021-10-08,225357009,Nikos,Ωραίος χώρος καθαρός
29996954,411385737,2019-02-12,206622547,Florian,"Host very welcoming and friendly. The apartment is close to the metro and the train station, it is ideal for anyone wishing to discover Athens.<br/>Thanks again Katerina !"
29996954,413859769,2019-02-18,66037442,Angel,Thanks
29996954,417180309,2019-02-26,182941880,Alicja,I am happy with the stay. Katerina is a caring person who makes sure that you feel good in her flat. Flexible hours of accommodation and check-out were an additional advantage
29996954,421847627,2019-03-10,247487819,Andres,"Agradezco la cordialidad de Katerina, su casa es muy acogedora, su familia es muy amigable, ella siempre está pendiente de ti, mi estadía fue muy confortable, si algún día regreso a Grecia - Atenas de seguro me volveré a hospedar en su casa."
29996954,434622536,2019-04-08,243860115,Omar,It was a great stay
29996954,435998571,2019-04-12,245782266,Tin-Jie,A wonderful stay
29996954,449272185,2019-05-06,58350670,Klaudia,Katerina is wonderfull and cheerful person. We spent great time in her apartment. She gave us very usefull tips how to get to the airport. Everything was clean and tidy. I highly recommend her apartment! Thank you Katerina!
29996954,454939559,2019-05-19,38525053,Patricia,"Très bon accueil de Katerina.  Propreté du logement appréciable.  Le voisininage un peu bruyant la première nuit mais quand il a compris que nous étions dans la chambre d'à côté,  il a éteint sa télé.  Et le lendemain nous avons bien dormi.  Bien situé à Athènes.  Nous recommandons."
29996954,460418963,2019-05-29,264086447,Chris,Nice place to stay but the area was a bit rough and seedy looking people about
29996954,468245711,2019-06-12,256480128,Fanny,The place was very clean and Katerina was very kind. We had a problem at 11pm and she replied immediately and solved it on the other day! Thank you again!
29996954,469824101,2019-06-15,267382165,Aneta,Polecam!
29996954,476805675,2019-06-27,264531255,Caitlyn,Katerina was very kind and the home was lovely!
29996954,604048067,2020-02-10,334302159,Joan,"Great host, excellent location very clean, overall a real value for money. <br/>Strongly recommend Katerina’s place to anyone."
29996954,605011427,2020-02-13,334507311,Sandra,Very clean and nice place
29996954,608997920,2020-02-22,335846501,Angélica,"If you are into walking, you can reach Acropolis in 35 min. Also, metro station and train station Larissa are close. Clean, comfortable, good wif conection."
29996954,612785439,2020-03-01,320367576,Juan Carlos,"El lugar deKaterine es impecable acogedor amplio comodo con buenos sevicios, inclusive poder tomar once o desayuno, buen acceso a bus metro y tren directo al aeropuerto, muy recomendable"
29996954,391704362681382944,2021-06-24,407648942,Orfeas,Katerina is the best host I ever had!!!
29996954,405475046740119633,2021-07-13,369950225,Fiona,"We stayed a few days a d we had a great time, Katerina is very nice and the apartment is perfect. Highly recommend it!"
29996954,410566919438547184,2021-07-20,258131054,Oleksandr,It was soo good. Thank you for everything. Everything was clean and I felt sooo cozy
29996954,414265317127579688,2021-07-25,224515039,Attila,"Very calm, nice and clean place with a very good commute connections. The host is very nice and flexible, I can totally recommend it!"
29996954,419334637497298414,2021-08-01,415478455,Rami,"The place was Accurate, Clean, And lovely<br/>Madame katerina is very lovely and hospitable"
29996954,441056352347165832,2021-08-31,364463522,Stine,Super fint med alt man skal bruge
29996954,443972830375685326,2021-09-04,418235893,Steve,Nice host.  Great appliances - fancy bosch fridge.  Kitchen and bath are nicely renovated.  Laundry machine and detergent was available.  My room had two twin beds and a balcony with electric shutters.  Also a basin for washing smaller clothing loads.  The outlets were deeper than my power converter but the host had one extender for me that did the trick.  Overall a very nice value.  Might suggest finding space for a loveseat if possible.
29996954,449003242297264207,2021-09-11,171651766,Sofia,Excelente estadía. Estuvimos 5 días. Se encuentra muy cerca de estaciones de subte y bus. Tiene un supermercado justo abajo. Disfrutamos mucho cocinar en la casa de Katherine. Ella tiene muchoa utensillos y aderesos básicos. La casa esta muy bien equipada. Las camas eran cómodas.
29996954,454028381665073403,2021-09-18,63051177,Jole,Thank you!
29996954,455487339116836746,2021-09-20,170295086,Sai,Apartment is clean and communication was very smooth. Katerina was always answering my questions even late night. <br/>You will find everything in the apartment including washing machine.<br/>Bus stop right below the house and a super market.<br/>By Uber you can go to City center with 5€. <br/>The area may look bit shaddy but I realised it's the same almost the whole city. Beds maybe not the most comfortable ones but I would recommend this place if you are looking for very reasonable and clean place for stay in Athens.
29996954,467074955335277878,2021-10-06,44056097,Gérard,"appartement très propre et coquet, l'immeubleet le quartier beaucoup moins mais proximité  du métro permettant de rejoindre très facilement les monuments à visiter et le centre"
29996954,470006932949534966,2021-10-10,8357353,John,Very clean flat. Katerina was very helpful and always there to reply to messages. Location of the flat was close to the centre (20/30 mins walk I think) with cheap restaurants and shops nearby. Highly recommended!
30000239,361739502,2018-12-24,214773101,Stratos,"This apartment is a gem. I am excited about the level and quality of the services that offered us. This is one of those pleasant surprises. A few words about the house: luxury, cleanliness, ergonomics, excellent decoration (2018), beautiful atmosphere, security, relaxation, technologically fully equipped, excellent location, excellent communication with the owners. I strongly suggest that you visit it.  El, thank you for hosting."
30000239,368814177,2019-01-08,22113861,Neil,"Excellent location. Clean, beautiful and very spacious apartment with excellent amenities."
30000239,410455863,2019-02-10,217069364,Lydia,Very good place recently renovated very clean and the communication with the host was very good and they answer very quick to all of our questions
30000239,426788627,2019-03-22,224171342,Marios,El is a very responsive and pleasant host.She always asked me if I needed anything and we had great conversations.The apartment is new with clean bedrooms and (Website hidden by Airbnb) rooms itself are very sunny and comfortable.The kitchen is new and spacious.Our neighborhood is one of the nicest and safest areas in Athens.We are 6 minutes from metro station and offers convenience and easy daily life during your stay.
30000239,459234854,2019-05-27,210012343,Stephen,"El's apartment is in the perfect location. Great cafes and restaurants in the local area and walking distance to Syntagma, Lycabettus Hill, Monastiraki, Plaka and more. The apartment is modern, stylish and beautifully appointed. It was spotlessly clean on arrival and the check in experience was perfect. Endless hot water and great heating and cooling. We would happily stay here again."
30000239,467412314,2019-06-10,61788702,Iustin,"Very nice place! Clean, spacious, the location is perfect and the bedrooms are quiet. The hosts are very nice and very responsive. Also, the balcony is awesome for chilling!<br/><br/>Overall, highly recommended. We really enjoyed our stay!"
30000239,472248116,2019-06-19,261365898,Nizar,The location of  the apartment was excellent and it was clean and very well equipped. We enjoyed our stay!
30000239,475901315,2019-06-25,53300131,Alim,"We had only two nights in Athens and we absolutely loved staying at El’s place.  From the moment we got there to the time we left, everything was absolutely perfect.  We were greeted at the apartment and shown all the local amenities.  Her place is clean, bright, well located and has everything you need for a family of 4.   I would stay here again 100 percent!"
